# Cross-section of pi- proton scattering based on resonance formation
#   sqrt(s) [GeV]             sigma [mbarn]    	  	    p_lab [GeV]
   2.1878500000000001        10.585911200540075        2.0665816284991072     
   2.1978500000000003        10.352063155404174        2.0900054766438663     
   2.2078500000000005        10.127020253840602        2.1135349704373319     
   2.2178500000000003        9.9102067346681135        2.1371701329751454     
   2.2278500000000001        9.7010988364057607        2.1609109866130236     
   2.2378499999999999        9.4992193066227628        2.1847575529959644     
   2.2478500000000001        9.3041325351986863        2.2087098530860900     
   2.2578500000000004        9.1154402423715180        2.2327679071891824     
   2.2678500000000001        8.9327776579495559        2.2569317349799998     
   2.2778499999999999        8.7558101340936343        2.2812013555264321     
   2.2878500000000002        8.5842301401315257        2.3055767873125506     
   2.2978500000000004        8.4177545936546601        2.3300580482606206     
   2.3078500000000002        8.2561224875128953        2.3546451557521229     
   2.3178500000000000        8.0990927771985461        2.3793381266478533     
   2.3278500000000002        7.9464424974790591        2.4041369773071128     
   2.3378500000000004        7.7979650810139187        2.4290417236060722     
   2.3478500000000002        7.6534688551068726        2.4540523809553334     
   2.3578500000000000        7.5127756957400500        2.4791689643167296     
   2.3678500000000002        7.3757198206537904        2.5043914882194094     
   2.3778500000000005        7.2421467055179845        2.5297199667752257     
   2.3878500000000003        7.1119121092271262        2.5551544136934843     
   2.3978500000000000        6.9848811960791766        2.5806948422950731     
   2.4078500000000003        6.8609277441004499        2.6063412655259923     
   2.4178500000000005        6.7399334300850047        2.6320936959703309     
   2.4278500000000003        6.6217871830532395        2.6579521458627089     
   2.4378500000000001        6.5063845988233613        2.6839166271002126     
   2.4478500000000003        6.3936274092510628        2.7099871512538436     
   2.4578500000000005        6.2834230004439426        2.7361637295794994     
   2.4678500000000003        6.1756839749132650        2.7624463730285305     
   2.4778500000000001        6.0703277531990141        2.7888350922578637     
   2.4878499999999999        5.9672762110063111        2.8153298976397312     
   2.4978500000000001        5.8664553483311286        2.8419307992710157     
   2.5078500000000004        5.7677949874396885        2.8686378069822300     
   2.5178500000000001        5.6712284969055773        2.8954509303461560     
   2.5278499999999999        5.5766925392077606        2.9223701786861405     
   2.5378500000000002        5.4841268396565868        2.9493955610840836     
   2.5478500000000004        5.3934739746479536        2.9765270863881130     
   2.5578500000000002        5.3046791774520177        3.0037647632199751     
   2.5678500000000000        5.2176901599257501        3.0311085999821534     
   2.5778500000000002        5.1324569487008436        3.0585586048647104     
   2.5878500000000004        5.0489317345427427        3.0861147858518785     
   2.5978500000000002        4.9670687337050019        3.1137771507284118     
   2.6078500000000000        4.8868240602177364        3.1415457070857102     
   2.6178500000000002        4.8081556081512868        3.1694204623277056     
   2.6278500000000005        4.7310229429875923        3.1974014236765460     
   2.6378500000000003        4.6553872013137356        3.2254885981780701     
   2.6478500000000000        4.5812109981256741        3.2536819927070968     
   2.6578500000000003        4.5084583410960697        3.2819816139725093     
   2.6678500000000005        4.4370945512195217        3.3103874685221708     
   2.6778500000000003        4.3670861893018653        3.3388995627476659     
   2.6878500000000001        4.2984009878083809        3.3675179028888773     
   2.6978500000000003        4.2310077876292107        3.3962424950383996     
   2.7078500000000005        4.1648764793595277        3.4250733451458006     
   2.7178500000000003        4.0999779487274104        3.4540104590217409     
   2.7278500000000001        4.0362840258346191        3.4830538423419521     
   2.7378500000000003        3.9737674379045353        3.5122035006510743     
   2.7478500000000001        3.9124017652579113        3.5414594393663674     
   2.7578500000000004        3.8521614002610005        3.5708216637813033     
   2.7678500000000001        3.7930215090125707        3.6002901790690247     
   2.7778499999999999        3.7349579955558858        3.6298649902857050     
   2.7878500000000002        3.6779474684199092        3.6595461023737843     
   2.7978500000000004        3.6219672093103537        3.6893335201651043     
   2.8078500000000002        3.5669951437860572        3.7192272483839410     
   2.8178500000000000        3.5130098137699157        3.7492272916499418     
   2.8278500000000002        3.4599903517559651        3.7793336544809581     
   2.8378500000000004        3.4079164565855633        3.8095463412957953     
   2.8478500000000002        3.3567683706759883        3.8398653564168708     
   2.8578500000000000        3.3065268585942391        3.8702907040727919     
   2.8678500000000002        3.2571731868775271        3.9008223884008499     
   2.8778500000000005        3.2086891050098143        3.9314604134494235     
   2.8878500000000003        3.1610568274710316        3.9622047831803320     
   2.8978500000000000        3.1142590167822490        3.9930555014710927     
   2.9078500000000003        3.0682787674761713        4.0240125721171225     
   2.9178500000000005        3.0230995909278828        4.0550759988338543     
   2.9278500000000003        2.9787054009858678        4.0862457852588134     
   2.9378500000000001        2.9350805003480493        4.1175219349536096     
   2.9478500000000003        2.8922095676318893        4.1489044514058770     
   2.9578500000000005        2.8500776450914911        4.1803933380311511     
   2.9678500000000003        2.8086701269383458        4.2119885981746963     
   2.9778500000000001        2.7679727482255978        4.2436902351132737     
   2.9878500000000003        2.7279715742588624        4.2754982520568579     
   2.9978500000000001        2.6886529904993712        4.3074126521502940     
   3.0078500000000004        2.6500036929277964        4.3394334384749280     
   3.0178500000000001        2.6120106788395563        4.3715606140501588     
   3.0278499999999999        2.5746612380444764        4.4037941818349760     
   3.0378500000000002        2.5379429444458053        4.4361341447294258     
   3.0478500000000004        2.5018436479753507        4.4685805055760532     
   3.0578500000000002        2.4663514668632467        4.5011332671612925     
   3.0678500000000000        2.4314547802223916        4.5337924322168224     
   3.0778500000000002        2.3971422209291231        4.5665580034208864     
   3.0878500000000004        2.3634026687829204        4.5994299833995553     
   3.0978500000000002        2.3302252439292275        4.6324083747279863     
   3.1078500000000004        2.2975993005305915        4.6654931799316204     
   3.1178500000000002        2.2655144206723805        4.6986844014873537     
   3.1278500000000000        2.2339604084902556        4.7319820418246845     
   3.1378500000000003        2.2029272845075156        4.7653861033268168     
   3.1478500000000000        2.1724052801712417        4.7988965883317327     
   3.1578500000000003        2.1423848325768726        4.8325134991332579     
   3.1678500000000001        2.1128565793716279        4.8662368379820533     
   3.1778500000000003        2.0838113538277727        4.9000666070866368     
   3.1878500000000001        2.0552401800773543        4.9340028086143217     
   3.1978500000000003        2.0271342685005571        4.9680454446921738     
   3.2078500000000001        1.9994850112603881        5.0021945174079114     
   3.2178500000000003        1.9722839779768109        5.0364500288108012     
   3.2278500000000001        1.9455229115339461        5.0708119809125174     
   3.2378500000000003        1.9191937240143051        5.1052803756879941     
   3.2478500000000001        1.8932884927544571        5.1398552150762278     
   3.2578500000000004        1.8677994565168126        5.1745365009810929     
   3.2678500000000001        1.8427190117726053        5.2093242352721036     
   3.2778500000000004        1.8180397090913538        5.2442184197851818     
   3.2878500000000002        1.7937542496324861        5.2792190563233827     
   3.2978500000000004        1.7698554817349379        5.3143261466576268     
   3.3078500000000002        1.7463363976008826        5.3495396925273839     
   3.3178500000000004        1.7231901300698924        5.3848596956413681     
   3.3278500000000002        1.7004099494801119        5.4202861576781860     
   3.3378500000000004        1.6779892606131241        5.4558190802870010     
   3.3478500000000002        1.6559215997194792        5.4914584650881455     
   3.3578500000000004        1.6342006316219075        5.5272043136737539     
   3.3678500000000002        1.6128201468934968        5.5630566276083444     
   3.3778500000000005        1.5917740591081777        5.5990154084294135     
   3.3878500000000003        1.5710564021610511        5.6350806576480013     
   3.3978500000000000        1.5506613276561774        5.6712523767492486     
   3.4078500000000003        1.5305831023595962        5.7075305671929364     
   3.4178500000000001        1.5108161057154379        5.7439152304140135     
   3.4278500000000003        1.4913548274230857        5.7804063678231108     
   3.4378500000000001        1.4721938650734654        5.8170039808070495     
   3.4478500000000003        1.4533279218425967        5.8537080707293221     
   3.4578500000000001        1.4347518042406677        5.8905186389305761     
   3.4678500000000003        1.4164604199149211        5.9274356867290825     
   3.4778500000000001        1.3984487755047676        5.9644592154211802     
   3.4878500000000003        1.3807119745475576        6.0015892262817410     
   3.4978500000000001        1.3632452154335692        6.0388257205645752     
   3.5078500000000004        1.3460437894087582        6.0761686995028841     
   3.5178500000000001        1.3291030786239599        6.1136181643096457     
   3.5278500000000004        1.3124185542291906        6.1511741161780460     
   3.5378500000000002        1.2959857745118406        6.1888365562818448     
   3.5478500000000004        1.2798003830775317        6.2266054857757842     
   3.5578500000000002        1.2638581070724908        6.2644809057959492     
   3.5678500000000004        1.2481547554463184        6.3024628174601434     
   3.5778500000000002        1.2326862172540938        6.3405512218682389     
